user,label,score
1,pos,196.95724487304688
1,neg,185.5685272216797
1,neg,184.75608825683594
1,neg,184.5318145751953
1,neg,187.87783813476562
1,neg,187.2681884765625
1,neg,186.316162109375
1,neg,185.5399932861328
1,neg,186.69207763671875
1,neg,189.3177947998047
1,neg,181.9897003173828
1,neg,187.47012329101562
1,neg,183.98399353027344
1,neg,185.08480834960938
1,neg,185.95135498046875
1,neg,185.47613525390625
1,neg,187.7542266845703
1,neg,185.04055786132812
1,neg,188.0498046875
1,neg,186.78536987304688
1,neg,186.00201416015625
1,neg,188.92376708984375
1,neg,186.18399047851562
1,neg,186.3170166015625
1,neg,180.9751434326172
1,neg,181.63516235351562
1,neg,189.37982177734375
1,neg,186.75238037109375
1,neg,186.32272338867188
1,neg,188.6234130859375
1,neg,190.17601013183594
1,neg,183.9951934814453
1,neg,186.50772094726562
1,neg,182.28237915039062
1,neg,184.4663543701172
1,neg,181.61557006835938
1,neg,185.359619140625
1,neg,188.47781372070312
1,neg,185.66366577148438
1,neg,182.27679443359375
1,neg,189.20736694335938
1,neg,185.4178009033203
1,neg,184.34893798828125
1,neg,183.97119140625
1,neg,182.91551208496094
1,neg,183.40008544921875
1,neg,181.91943359375
1,neg,185.3963623046875
1,neg,182.806640625
1,neg,189.65603637695312
1,neg,186.1593780517578
1,neg,182.52210998535156
1,neg,182.23521423339844
1,neg,185.75880432128906
1,neg,186.1107635498047
1,neg,183.27406311035156
1,neg,183.9981231689453
1,neg,197.8493194580078
1,neg,185.526611328125
1,neg,185.3028106689453
1,neg,188.53152465820312
1,neg,184.3263702392578
1,neg,185.81402587890625
1,neg,186.3043212890625
1,neg,184.8772430419922
1,neg,186.07553100585938
1,neg,183.65980529785156
1,neg,183.8754425048828
1,neg,184.59275817871094
1,neg,183.07705688476562
1,neg,184.6936798095703
1,neg,182.3624267578125
1,neg,183.5124969482422
1,neg,180.58718872070312
1,neg,185.61692810058594
1,neg,183.8347625732422
1,neg,183.3529052734375
1,neg,188.49481201171875
1,neg,183.43951416015625
1,neg,187.6107635498047
1,neg,187.6619415283203
1,neg,185.4037322998047
1,neg,185.5954132080078
1,neg,188.1213836669922
1,neg,185.0948944091797
1,neg,183.5228729248047
1,neg,186.583251953125
1,neg,183.2251739501953
1,neg,182.66226196289062
1,neg,183.8051300048828
1,neg,184.23350524902344
1,neg,183.1612548828125
1,neg,183.34188842773438
1,neg,184.04017639160156
1,neg,188.24636840820312
1,neg,182.6263427734375
1,neg,182.71286010742188
1,neg,186.86172485351562
1,neg,187.6989288330078
1,neg,185.2836456298828
2,pos,708.6265258789062
2,neg,709.4774169921875
2,neg,705.4562377929688
2,neg,711.0784912109375
2,neg,711.8551025390625
2,neg,710.3568115234375
2,neg,711.926513671875
2,neg,710.4125366210938
2,neg,709.8758544921875
2,neg,707.3676147460938
2,neg,705.015380859375
2,neg,709.6257934570312
2,neg,708.438232421875
2,neg,708.7387084960938
2,neg,707.8438110351562
2,neg,709.6806030273438
2,neg,706.3907470703125
2,neg,710.5938720703125
2,neg,711.7603759765625
2,neg,709.8121337890625
2,neg,707.6148071289062
2,neg,706.8197021484375
2,neg,712.1649169921875
2,neg,708.2485961914062
2,neg,708.4014282226562
2,neg,710.8275146484375
2,neg,711.2197265625
2,neg,707.9724731445312
2,neg,709.1597900390625
2,neg,707.107177734375
2,neg,706.8838500976562
2,neg,707.9301147460938
2,neg,707.4937744140625
2,neg,709.2282104492188
2,neg,706.2584228515625
2,neg,708.0919799804688
2,neg,710.1006469726562
2,neg,708.684814453125
2,neg,709.7714233398438
2,neg,710.05615234375
2,neg,709.7425537109375
2,neg,707.7922973632812
2,neg,711.5059814453125
2,neg,710.2937622070312
2,neg,706.6203002929688
2,neg,709.7813110351562
2,neg,710.1773681640625
2,neg,712.5795288085938
2,neg,711.7964477539062
2,neg,709.0359497070312
2,neg,709.53466796875
2,neg,713.7092895507812
2,neg,707.4369506835938
2,neg,707.6934204101562
2,neg,709.1286010742188
2,neg,710.037109375
2,neg,710.0672607421875
2,neg,709.947509765625
2,neg,709.7631225585938
2,neg,704.5192260742188
2,neg,707.8839111328125
2,neg,711.2982788085938
2,neg,708.9478149414062
2,neg,708.67333984375
2,neg,711.581787109375
2,neg,707.9674072265625
2,neg,712.595458984375
2,neg,709.5474243164062
2,neg,707.66455078125
2,neg,708.0964965820312
2,neg,709.5010986328125
2,neg,709.4992065429688
2,neg,710.3082275390625
2,neg,709.6602783203125
2,neg,706.7657470703125
2,neg,709.2230224609375
2,neg,709.8543701171875
2,neg,706.4542846679688
2,neg,706.2411499023438
2,neg,709.9422607421875
2,neg,708.874755859375
2,neg,708.4240112304688
2,neg,710.4803466796875
2,neg,711.9076538085938
2,neg,708.731689453125
2,neg,709.2929077148438
2,neg,709.8456420898438
2,neg,708.22802734375
2,neg,707.5140380859375
2,neg,709.338134765625
2,neg,711.6257934570312
2,neg,708.1943969726562
2,neg,706.3814697265625
2,neg,709.4912719726562
2,neg,710.81640625
2,neg,704.6786499023438
2,neg,712.4913330078125
2,neg,710.8995971679688
2,neg,707.5641479492188
2,neg,708.846435546875
3,pos,631.830078125
3,neg,630.6199340820312
3,neg,626.53173828125
3,neg,630.22802734375
3,neg,631.132080078125
3,neg,626.3341674804688
3,neg,631.1098022460938
3,neg,627.6957397460938
3,neg,628.3683471679688
3,neg,631.1309814453125
3,neg,624.3003540039062
3,neg,627.67236328125
3,neg,624.7141723632812
3,neg,629.5973510742188
3,neg,629.2410888671875
3,neg,630.6917114257812
3,neg,624.6790771484375
3,neg,633.4905395507812
3,neg,631.8850708007812
3,neg,629.8158569335938
3,neg,628.8626708984375
3,neg,626.8828735351562
3,neg,632.13037109375
3,neg,629.7509155273438
3,neg,629.1708374023438
3,neg,626.1649780273438
3,neg,626.1539916992188
3,neg,629.0677490234375
3,neg,626.99853515625
3,neg,626.7999267578125
3,neg,625.9136352539062
3,neg,625.4241943359375
3,neg,626.6464233398438
3,neg,629.34912109375
3,neg,626.7138061523438
3,neg,626.6536254882812
3,neg,628.2191772460938
3,neg,630.9325561523438
3,neg,628.21337890625
3,neg,633.1764526367188
3,neg,629.0826416015625
3,neg,628.1436157226562
3,neg,632.4605102539062
3,neg,628.2477416992188
3,neg,626.3687744140625
3,neg,629.3470458984375
3,neg,630.1541748046875
3,neg,626.3262939453125
3,neg,627.1489868164062
3,neg,623.8517456054688
3,neg,626.9559326171875
3,neg,630.0426635742188
3,neg,627.6520385742188
3,neg,627.1104125976562
3,neg,632.0430297851562
3,neg,628.044921875
3,neg,623.3269653320312
3,neg,628.6886596679688
3,neg,619.7153930664062
3,neg,627.515380859375
3,neg,634.498291015625
3,neg,631.8796997070312
3,neg,628.04931640625
3,neg,623.441162109375
3,neg,623.8953857421875
3,neg,632.4331665039062
3,neg,626.788818359375
3,neg,628.5394897460938
3,neg,631.6480102539062
3,neg,631.1749267578125
3,neg,626.991455078125
3,neg,629.85400390625
3,neg,629.960205078125
3,neg,628.6610717773438
3,neg,627.6516723632812
3,neg,627.8885498046875
3,neg,637.4530029296875
3,neg,629.7202758789062
3,neg,624.1124877929688
3,neg,624.85498046875
3,neg,627.1445922851562
3,neg,634.021484375
3,neg,630.7285766601562
3,neg,626.8026123046875
3,neg,626.9729614257812
3,neg,624.6875
3,neg,629.3740844726562
3,neg,628.8480834960938
3,neg,625.1324462890625
3,neg,627.0767211914062
3,neg,629.9520263671875
3,neg,629.67529296875
3,neg,626.732177734375
3,neg,628.9179077148438
3,neg,630.3995361328125
3,neg,625.1363525390625
3,neg,629.2047119140625
3,neg,631.7061157226562
3,neg,627.0533447265625
3,neg,627.0110473632812
4,pos,425.9524230957031
4,neg,427.38067626953125
4,neg,423.56097412109375
4,neg,423.3284606933594
4,neg,427.2956237792969
4,neg,419.7793273925781
4,neg,425.3215026855469
4,neg,422.3127136230469
4,neg,425.277587890625
4,neg,424.8623352050781
4,neg,423.7500915527344
4,neg,427.15826416015625
4,neg,424.8652648925781
4,neg,422.6901550292969
4,neg,426.8695373535156
4,neg,425.580078125
4,neg,425.5610656738281
4,neg,422.6859436035156
4,neg,427.60882568359375
4,neg,424.0363464355469
4,neg,426.4551086425781
4,neg,424.8895568847656
4,neg,427.1411437988281
4,neg,424.2444763183594
4,neg,424.05828857421875
4,neg,423.606201171875
4,neg,424.6116638183594
4,neg,427.6852722167969
4,neg,422.7220153808594
4,neg,426.0823669433594
4,neg,424.6900939941406
4,neg,422.6503601074219
4,neg,426.1371154785156
4,neg,428.5663146972656
4,neg,426.2256774902344
4,neg,423.3756103515625
4,neg,423.8907470703125
4,neg,424.6537170410156
4,neg,423.47515869140625
4,neg,424.5911865234375
4,neg,424.8609619140625
4,neg,426.87615966796875
4,neg,424.9157409667969
4,neg,421.49163818359375
4,neg,423.9335021972656
4,neg,425.4747009277344
4,neg,419.11883544921875
4,neg,423.0289306640625
4,neg,422.5721435546875
4,neg,426.3048400878906
4,neg,432.24737548828125
4,neg,423.9193420410156
4,neg,427.5898742675781
4,neg,426.35693359375
4,neg,425.1916809082031
4,neg,427.3938903808594
4,neg,426.1487121582031
4,neg,422.99310302734375
4,neg,425.1683349609375
4,neg,424.5268249511719
4,neg,425.7443542480469
4,neg,423.97509765625
4,neg,421.8058776855469
4,neg,424.3205871582031
4,neg,426.6293640136719
4,neg,423.6318664550781
4,neg,423.5074768066406
4,neg,425.7031555175781
4,neg,424.4084167480469
4,neg,428.3406982421875
4,neg,427.2425231933594
4,neg,427.2920837402344
4,neg,421.5170593261719
4,neg,425.70916748046875
4,neg,425.82611083984375
4,neg,423.8616638183594
4,neg,427.54522705078125
4,neg,425.01666259765625
4,neg,429.74298095703125
4,neg,424.7842102050781
4,neg,425.0158996582031
4,neg,421.648681640625
4,neg,425.2099914550781
4,neg,424.22003173828125
4,neg,426.2308349609375
4,neg,425.4642639160156
4,neg,424.4068908691406
4,neg,421.0159912109375
4,neg,424.43621826171875
4,neg,424.4769592285156
4,neg,425.0546875
4,neg,425.123779296875
4,neg,425.3782043457031
4,neg,424.22845458984375
4,neg,425.4144287109375
4,neg,425.7850646972656
4,neg,422.3902893066406
4,neg,427.2671813964844
4,neg,429.0799560546875
4,neg,425.9605712890625
5,pos,6.247557640075684
5,neg,7.719481945037842
5,neg,10.362125396728516
5,neg,1.8072254657745361
5,neg,14.613128662109375
5,neg,11.371744155883789
5,neg,12.329782485961914
5,neg,3.9631733894348145
5,neg,11.20741081237793
5,neg,9.513986587524414
5,neg,3.1976230144500732
5,neg,0.5429122447967529
5,neg,8.672831535339355
5,neg,8.564839363098145
5,neg,14.370898246765137
5,neg,11.563274383544922
5,neg,7.575311660766602
5,neg,12.768198013305664
5,neg,5.374002933502197
5,neg,17.733497619628906
5,neg,10.999706268310547
5,neg,14.846150398254395
5,neg,-1.334348201751709
5,neg,5.6570024490356445
5,neg,3.389131546020508
5,neg,7.281167507171631
5,neg,8.386314392089844
5,neg,6.78407621383667
5,neg,11.292388916015625
5,neg,2.879594564437866
5,neg,8.3067626953125
5,neg,7.966386318206787
5,neg,7.252209186553955
5,neg,9.939125061035156
5,neg,-0.34267663955688477
5,neg,9.91798210144043
5,neg,3.6440558433532715
5,neg,15.199748992919922
5,neg,7.016223907470703
5,neg,10.90593433380127
5,neg,9.700149536132812
5,neg,7.398961067199707
5,neg,9.293721199035645
5,neg,-0.5483949184417725
5,neg,15.055614471435547
5,neg,8.187089920043945
5,neg,11.248888969421387
5,neg,12.977975845336914
5,neg,6.074297904968262
5,neg,2.065369129180908
5,neg,12.874472618103027
5,neg,11.313485145568848
5,neg,46.092262268066406
5,neg,13.848982810974121
5,neg,5.6966376304626465
5,neg,9.441177368164062
5,neg,6.645657539367676
5,neg,4.113823413848877
5,neg,8.781448364257812
5,neg,2.0556447505950928
5,neg,11.430828094482422
5,neg,9.323517799377441
5,neg,8.263936996459961
5,neg,13.09852123260498
5,neg,0.46404099464416504
5,neg,6.550668239593506
5,neg,5.569468021392822
5,neg,1.7206625938415527
5,neg,6.342171669006348
5,neg,5.546704292297363
5,neg,5.935511112213135
5,neg,8.728858947753906
5,neg,9.748640060424805
5,neg,5.2159600257873535
5,neg,6.445389270782471
5,neg,6.156899452209473
5,neg,7.24005126953125
5,neg,2.8611392974853516
5,neg,5.898801326751709
5,neg,8.586974143981934
5,neg,10.891766548156738
5,neg,6.848865509033203
5,neg,13.047335624694824
5,neg,4.851835250854492
5,neg,6.358890533447266
5,neg,10.87808609008789
5,neg,9.08579158782959
5,neg,0.7272839546203613
5,neg,5.306013107299805
5,neg,8.255141258239746
5,neg,28.228742599487305
5,neg,6.651381015777588
5,neg,12.952066421508789
5,neg,12.932283401489258
5,neg,8.456910133361816
5,neg,11.216476440429688
5,neg,15.361334800720215
5,neg,12.868461608886719
5,neg,14.242944717407227
5,neg,7.581166744232178
6,pos,406.92633056640625
6,neg,413.5318603515625
6,neg,407.71661376953125
6,neg,406.85552978515625
6,neg,409.8270263671875
6,neg,408.79217529296875
6,neg,408.66229248046875
6,neg,404.0628356933594
6,neg,410.2081604003906
6,neg,408.5216064453125
6,neg,404.74639892578125
6,neg,410.3562927246094
6,neg,411.75982666015625
6,neg,409.1224670410156
6,neg,409.9784240722656
6,neg,409.79412841796875
6,neg,401.4057312011719
6,neg,411.3014831542969
6,neg,409.9718017578125
6,neg,409.5216369628906
6,neg,405.6168212890625
6,neg,410.8648681640625
6,neg,411.5016784667969
6,neg,410.6060791015625
6,neg,409.2149963378906
6,neg,404.2403259277344
6,neg,408.2163391113281
6,neg,409.1177673339844
6,neg,406.1026916503906
6,neg,409.4808044433594
6,neg,407.7839050292969
6,neg,404.178955078125
6,neg,405.6495056152344
6,neg,408.8902893066406
6,neg,412.5212707519531
6,neg,413.7694396972656
6,neg,409.7440490722656
6,neg,406.10906982421875
6,neg,412.0646057128906
6,neg,412.67535400390625
6,neg,410.07257080078125
6,neg,409.10162353515625
6,neg,403.953857421875
6,neg,408.1365661621094
6,neg,410.75762939453125
6,neg,410.2193603515625
6,neg,406.2401428222656
6,neg,408.28887939453125
6,neg,409.6037902832031
6,neg,413.09222412109375
6,neg,411.7441711425781
6,neg,409.4574890136719
6,neg,409.4726867675781
6,neg,406.177978515625
6,neg,412.8178405761719
6,neg,414.9058532714844
6,neg,413.98931884765625
6,neg,405.136474609375
6,neg,411.5572814941406
6,neg,411.2279052734375
6,neg,405.0548095703125
6,neg,408.88995361328125
6,neg,415.7441711425781
6,neg,408.9296569824219
6,neg,412.8636169433594
6,neg,406.4447937011719
6,neg,416.28643798828125
6,neg,409.3136901855469
6,neg,409.7420654296875
6,neg,408.74993896484375
6,neg,408.33404541015625
6,neg,408.9328308105469
6,neg,407.8340759277344
6,neg,404.28643798828125
6,neg,404.580810546875
6,neg,406.1625061035156
6,neg,406.4398498535156
6,neg,408.4169921875
6,neg,404.7832336425781
6,neg,405.4444580078125
6,neg,403.6328430175781
6,neg,410.8748474121094
6,neg,406.8768310546875
6,neg,407.2519226074219
6,neg,410.47021484375
6,neg,404.3155517578125
6,neg,407.06085205078125
6,neg,410.3194274902344
6,neg,408.1767272949219
6,neg,409.06988525390625
6,neg,408.85009765625
6,neg,410.8705749511719
6,neg,404.9789123535156
6,neg,411.5411071777344
6,neg,408.5118103027344
6,neg,409.5069885253906
6,neg,413.7071228027344
6,neg,411.9892883300781
6,neg,407.8027648925781
6,neg,402.7176818847656
7,pos,848.2901000976562
7,neg,843.5398559570312
7,neg,847.8909301757812
7,neg,845.380859375
7,neg,844.1243286132812
7,neg,840.8532104492188
7,neg,842.3214721679688
7,neg,849.5529174804688
7,neg,846.0052490234375
7,neg,849.6797485351562
7,neg,844.628662109375
7,neg,842.5105590820312
7,neg,840.99365234375
7,neg,848.4283447265625
7,neg,842.8287963867188
7,neg,847.0162353515625
7,neg,847.7965087890625
7,neg,843.9710083007812
7,neg,850.97314453125
7,neg,841.0137939453125
7,neg,843.2494506835938
7,neg,846.6734008789062
7,neg,850.3989868164062
7,neg,846.2514038085938
7,neg,846.0234985351562
7,neg,842.049560546875
7,neg,844.4373168945312
7,neg,844.5108032226562
7,neg,848.1990356445312
7,neg,847.724853515625
7,neg,842.4893188476562
7,neg,843.8606567382812
7,neg,846.2443237304688
7,neg,842.0446166992188
7,neg,845.2167358398438
7,neg,851.2578735351562
7,neg,846.51806640625
7,neg,843.132080078125
7,neg,844.9158325195312
7,neg,842.0758056640625
7,neg,847.7086181640625
7,neg,844.6160278320312
7,neg,844.7666015625
7,neg,848.7122192382812
7,neg,846.097900390625
7,neg,843.87548828125
7,neg,848.0525512695312
7,neg,850.7781982421875
7,neg,845.0068969726562
7,neg,844.9489135742188
7,neg,845.858642578125
7,neg,851.2322387695312
7,neg,846.508056640625
7,neg,846.033447265625
7,neg,847.7222290039062
7,neg,846.488525390625
7,neg,846.5228881835938
7,neg,844.2520141601562
7,neg,847.6909790039062
7,neg,843.080322265625
7,neg,849.6612548828125
7,neg,846.034423828125
7,neg,843.9456787109375
7,neg,841.9900512695312
7,neg,847.449951171875
7,neg,848.0374755859375
7,neg,844.9938354492188
7,neg,847.6402587890625
7,neg,845.2869262695312
7,neg,846.1007690429688
7,neg,845.423095703125
7,neg,848.7255859375
7,neg,847.76904296875
7,neg,848.195068359375
7,neg,844.3729858398438
7,neg,851.314697265625
7,neg,843.9773559570312
7,neg,845.2890625
7,neg,844.9760131835938
7,neg,848.1458740234375
7,neg,849.0529174804688
7,neg,849.5582885742188
7,neg,853.6997680664062
7,neg,843.9138793945312
7,neg,847.7396850585938
7,neg,849.5520629882812
7,neg,846.0067138671875
7,neg,846.3638305664062
7,neg,843.9414672851562
7,neg,843.2329711914062
7,neg,846.9202880859375
7,neg,845.7930908203125
7,neg,843.7556762695312
7,neg,849.973388671875
7,neg,844.8839111328125
7,neg,845.31591796875
7,neg,848.3576049804688
7,neg,847.8975830078125
7,neg,846.7203369140625
7,neg,846.2590942382812
8,pos,680.0474853515625
8,neg,680.8370361328125
8,neg,686.169677734375
8,neg,676.5911865234375
8,neg,680.5381469726562
8,neg,671.7608642578125
8,neg,678.1810302734375
8,neg,677.0648193359375
8,neg,675.0051879882812
8,neg,674.5173950195312
8,neg,675.2529907226562
8,neg,672.6118774414062
8,neg,675.7907104492188
8,neg,673.0171508789062
8,neg,676.0945434570312
8,neg,673.8318481445312
8,neg,674.4750366210938
8,neg,675.0681762695312
8,neg,672.54345703125
8,neg,672.7965087890625
8,neg,676.6638793945312
8,neg,677.6758422851562
8,neg,680.72509765625
8,neg,676.6527099609375
8,neg,677.0706787109375
8,neg,674.9244384765625
8,neg,673.6781616210938
8,neg,679.5311889648438
8,neg,676.7852172851562
8,neg,677.0679321289062
8,neg,678.5682983398438
8,neg,678.5863037109375
8,neg,678.0337524414062
8,neg,675.1144409179688
8,neg,670.621337890625
8,neg,680.3609619140625
8,neg,677.2066040039062
8,neg,677.6826171875
8,neg,680.3854370117188
8,neg,678.7032470703125
8,neg,678.6089477539062
8,neg,675.5236206054688
8,neg,677.9136352539062
8,neg,672.9129028320312
8,neg,677.632568359375
8,neg,681.0252075195312
8,neg,672.899658203125
8,neg,676.7200927734375
8,neg,675.3113403320312
8,neg,677.8986206054688
8,neg,680.3980712890625
8,neg,675.5086059570312
8,neg,671.8091430664062
8,neg,675.3271484375
8,neg,674.5250854492188
8,neg,678.1077880859375
8,neg,676.65087890625
8,neg,677.58837890625
8,neg,676.5298461914062
8,neg,675.054443359375
8,neg,675.0462036132812
8,neg,674.4842529296875
8,neg,674.7857055664062
8,neg,673.6090087890625
8,neg,673.0099487304688
8,neg,676.6094360351562
8,neg,675.3189697265625
8,neg,677.8661499023438
8,neg,674.3609619140625
8,neg,674.4389038085938
8,neg,674.4420166015625
8,neg,676.01806640625
8,neg,673.1484375
8,neg,676.1026000976562
8,neg,678.4829711914062
8,neg,673.4261474609375
8,neg,675.8350219726562
8,neg,674.6448364257812
8,neg,678.7250366210938
8,neg,672.5839233398438
8,neg,676.8499145507812
8,neg,672.7789916992188
8,neg,669.4495849609375
8,neg,675.5264892578125
8,neg,681.1315307617188
8,neg,671.505859375
8,neg,672.7347412109375
8,neg,678.54296875
8,neg,678.6913452148438
8,neg,677.291748046875
8,neg,676.2700805664062
8,neg,684.046630859375
8,neg,679.1347045898438
8,neg,676.0700073242188
8,neg,673.6868896484375
8,neg,674.8480834960938
8,neg,670.3600463867188
8,neg,675.925537109375
8,neg,675.2144165039062
8,neg,678.2301025390625
9,pos,649.9794921875
9,neg,639.8053588867188
9,neg,639.5585327148438
9,neg,641.5711059570312
9,neg,641.3546752929688
9,neg,642.1661376953125
9,neg,640.7470703125
9,neg,631.4365844726562
9,neg,634.5036010742188
9,neg,642.0656127929688
9,neg,637.90478515625
9,neg,639.8580932617188
9,neg,640.6272583007812
9,neg,638.1744384765625
9,neg,639.64013671875
9,neg,640.568603515625
9,neg,638.2068481445312
9,neg,635.645263671875
9,neg,636.6865234375
9,neg,639.392333984375
9,neg,640.375732421875
9,neg,642.4567260742188
9,neg,641.8497924804688
9,neg,643.5784301757812
9,neg,636.5211181640625
9,neg,641.0352172851562
9,neg,640.8987426757812
9,neg,640.0823364257812
9,neg,637.0390625
9,neg,638.2022094726562
9,neg,641.9896240234375
9,neg,640.3968505859375
9,neg,640.87158203125
9,neg,636.3228149414062
9,neg,639.657958984375
9,neg,639.244140625
9,neg,638.7492065429688
9,neg,642.373046875
9,neg,639.3113403320312
9,neg,638.690185546875
9,neg,640.818603515625
9,neg,638.9022216796875
9,neg,637.5457763671875
9,neg,637.8518676757812
9,neg,638.7194213867188
9,neg,636.093017578125
9,neg,636.7739868164062
9,neg,640.6214599609375
9,neg,637.5608520507812
9,neg,636.7890625
9,neg,640.8557739257812
9,neg,636.78173828125
9,neg,637.70263671875
9,neg,642.716796875
9,neg,640.6231079101562
9,neg,636.7271728515625
9,neg,645.3153686523438
9,neg,643.46142578125
9,neg,635.8028564453125
9,neg,637.2521362304688
9,neg,636.726318359375
9,neg,633.250244140625
9,neg,635.1693725585938
9,neg,638.0867919921875
9,neg,639.8197021484375
9,neg,640.8477172851562
9,neg,641.8330078125
9,neg,638.859130859375
9,neg,643.4469604492188
9,neg,638.63427734375
9,neg,640.1525268554688
9,neg,638.9510498046875
9,neg,637.8653564453125
9,neg,641.3109130859375
9,neg,634.9461669921875
9,neg,639.9551391601562
9,neg,643.2056884765625
9,neg,640.7127075195312
9,neg,640.7367553710938
9,neg,638.9974975585938
9,neg,638.2477416992188
9,neg,644.0751953125
9,neg,635.378662109375
9,neg,637.936767578125
9,neg,640.5888671875
9,neg,641.4317016601562
9,neg,636.9180908203125
9,neg,640.7583618164062
9,neg,635.81982421875
9,neg,638.4714965820312
9,neg,640.9193115234375
9,neg,639.423095703125
9,neg,636.3016967773438
9,neg,636.8870239257812
9,neg,638.0158081054688
9,neg,638.94482421875
9,neg,640.7877197265625
9,neg,633.6526489257812
9,neg,635.4055786132812
9,neg,640.7821044921875
10,pos,680.933837890625
10,neg,677.3867797851562
10,neg,676.6519775390625
10,neg,679.99560546875
10,neg,673.6522827148438
10,neg,683.78271484375
10,neg,677.7759399414062
10,neg,674.839111328125
10,neg,682.6995239257812
10,neg,682.808349609375
10,neg,682.505859375
10,neg,678.6914672851562
10,neg,680.8013305664062
10,neg,677.283935546875
10,neg,682.8784790039062
10,neg,678.7427978515625
10,neg,682.010009765625
10,neg,679.2022094726562
10,neg,680.31884765625
10,neg,678.6878051757812
10,neg,679.4183349609375
10,neg,678.9043579101562
10,neg,679.9276733398438
10,neg,679.6021728515625
10,neg,679.4243774414062
10,neg,678.163330078125
10,neg,679.503173828125
10,neg,675.6609497070312
10,neg,679.96533203125
10,neg,685.306640625
10,neg,684.1130981445312
10,neg,679.3082885742188
10,neg,681.2802124023438
10,neg,682.6580200195312
10,neg,679.9390258789062
10,neg,680.642333984375
10,neg,672.930419921875
10,neg,682.2034301757812
10,neg,677.3472290039062
10,neg,680.6630859375
10,neg,679.19287109375
10,neg,681.679443359375
10,neg,685.23486328125
10,neg,674.9450073242188
10,neg,676.4127807617188
10,neg,681.51416015625
10,neg,679.7529296875
10,neg,678.814208984375
10,neg,673.0476684570312
10,neg,682.6656494140625
10,neg,680.2359619140625
10,neg,681.88525390625
10,neg,679.3865966796875
10,neg,681.506103515625
10,neg,673.2476806640625
10,neg,681.0593872070312
10,neg,677.990966796875
10,neg,677.0465087890625
10,neg,677.369873046875
10,neg,678.7325439453125
10,neg,681.0076904296875
10,neg,676.7589721679688
10,neg,679.9028930664062
10,neg,677.8787841796875
10,neg,675.0205688476562
10,neg,681.9318237304688
10,neg,681.1554565429688
10,neg,676.1091918945312
10,neg,678.6636962890625
10,neg,677.00537109375
10,neg,677.2403564453125
10,neg,677.5623779296875
10,neg,680.8297119140625
10,neg,680.3103637695312
10,neg,681.9938354492188
10,neg,685.1650390625
10,neg,679.5057373046875
10,neg,681.0938110351562
10,neg,679.354248046875
10,neg,673.7811889648438
10,neg,677.2684936523438
10,neg,683.8236694335938
10,neg,679.15869140625
10,neg,679.2407836914062
10,neg,679.9473876953125
10,neg,677.31396484375
10,neg,678.54443359375
10,neg,682.8237915039062
10,neg,681.113037109375
10,neg,679.8642578125
10,neg,683.173095703125
10,neg,679.0328979492188
